Token,Frequency,Year
financi reform,1,2014
market mechan,1,2014
acquisit,1,2014
social ti,1,2014
social connect,1,2014
high-frequ trad,1,2014
limit order market,1,2014
disclosur,1,2014
macroeconom risk,1,2014
inform qu,1,2014
investor-paid rate agenc,1,2014
central clear,1,2014
counterparti risk,1,2014
system risk,1,2014
credit default swap,1,2014
conglom,1,2014
theori of firm,1,2014
state-own enterpri,1,2014
econom uncertainti,1,2014
manag characterist,1,2014
ceo skil,1,2014
privat benefit,1,2014
china,1,2014
jump variat,1,2014
high-frequ data,1,2014
privat equ,1,2014
microstructur noi,1,2014
realiz variat,1,2014
proxi contest,1,2014
director,1,2014
return rev,1,2014
polit connect,1,2014
liquid provi,1,2014
intern market,1,2014
pin,1,2014
pre-averag,1,2014
tarp,1,2014
scarciti,1,2014
underinvest,1,2014
uncov interest rate par,1,2014
syndic loan,1,2014
spread premium,1,2014
return predict,1,2014
quad,1,2014
initi public off,1,2014
ceo vacat,1,2014
overconfid,1,2014
turnov,1,2014
rare disast,1,2014
high distribut mo,1,2014
creditor right,1,2014
ceo qual,1,2014
bank cris,1,2014
editor network,1,2014
citat,1,2014
polit promot,1,2014
lévi process,1,2014
garch,1,2014
option valuat,1,2014
risk premium,1,2014
bailout,1,2014
corpor default r,1,2014
short-sel,1,2014
withdrawn merger and acquisit,1,2014
leverag buyout,1,2014
corpor jet,1,2014
discrete-tim,1,2014
market effici,1,2014
unscent kalman filt,1,2014
confid,1,2014
great depress,1,2014
fin 48,1,2014
busi board,1,2014
joint ventur,1,2014
initi public offer (ipo),1,2014
condit inform,1,2014
polit control,1,2014
polit competit,1,2014
seo,1,2014
elect,1,2014
bank failur,1,2014
sharehold vot,1,2014
market particip,1,2014
asset alloc,1,2014
nake short sel,1,2014
linear factor model,1,2014
incom risk-return correl,1,2014
temporari and perman incom shock,1,2014
bank distress,1,2014
patent,1,2014
agenc risk,1,2014
polit,1,2014
corpor cultur,1,2014
exchang r,1,2014
forecast,1,2014
threshold regim switch model,1,2014
macroeconom variabl,1,2014
term structur of interest r,1,2014
liquid pull-back,1,2014
nonlinear dynam,1,2014
busi cycl,1,2014
money,1,2014
moody׳,1,2014
specul,1,2014
real estat,1,2014
remodel,1,2014
auction,1,2014
target resist,1,2014
relat wealth concern,1,2014
defin benefit pens,1,2014
volum,1,2014
risk shift,1,2014
cost of bank loan,1,2014
home improv,1,2014
strateg allianc,1,2014
corpor social respon,1,2014
director reput,1,2014
incent compen,2,2014
r&d,2,2014
incent,2,2014
structur estim,2,2014
portfolio cho,2,2014
agenc problem,2,2014
busi director,2,2014
capm,2,2014
financi crisi,2,2014
credit r,2,2014
merger and acquisit,3,2014
innov,3,2014
risk,4,2014
hedg fund,4,2014
liquid,4,2014
asset pric,4,2014
capit structur,4,2014
mutual fund,5,2014
corpor govern,5,2014
system bank cris,1,2014
board of director,3,2014
preemptiv bid,1,2014
volatil,2,2014
inform risk,2,2014
account,1,2014
spin-off,1,2014
deal-mak,1,2014
tax avoid,1,2014
monitor,2,2014
anomali,2,2014
execut compen,2,2014
stock return,2,2014
inform asymmetri,2,2014
household financ,2,2014
financi cris,2,2014
carri trad,2,2014
perform evalu,2,2014
season equiti off,2,2014
inventori risk,2,2014
asymmetr inform,2,2014
privat,2,2014
merger,2,2014
cash hold,2,2014
independ director,2,2014
coven,2,2014
privat equiti perform,1,2014
secur litig,1,2014
institut investor,1,2014
swaption cub,1,2014
perform measur,1,2014
liquid risk,1,2014
stock return synchron,1,2014
fund hold,1,2014
busi group,1,2014
spatial autoregress model,1,2014
network centr,1,2014
trade limit,1,2014
invest bank,1,2014
network,1,2014
trade,1,2014
cross-bord lend,1,2014
loan suppli,1,2014
capit requir,1,2014
intern transmiss,1,2014
run,1,2014
asset-back commerci pap,1,2014
multipl directorship,1,2014
cap volatil,1,2014
libor market model,1,2014
equiti premium predict,1,2014
sharp ratio,1,2014
deposit insur,1,2014
regul fd,1,2014
reinforc learn,1,2014
immigr,1,2014
media,1,2014
loan commit,1,2014
capit flow,1,2014
hedg,1,2014
liquid manag,1,2014
firm valuat,1,2014
price inform,1,2014
subprim crisi,1,2014
default,1,2014
leverag constraint,1,2014
margin requir,1,2014
moral hazard,1,2014
privat inform,1,2014
dispers in belief,1,2014
short-sal constraint,1,2014
econom constraint,1,2014
predatori lend,1,2014
director and ceo death,1,2014
time-chang lévi process,1,2014
employe ag,1,2014
suppli of capit,1,2014
financi depend,1,2014
board composit,1,2014
failur to deliv,1,2014
beta,1,2014
two-tier board,1,2014
short sel,1,2014
invest bank experi,1,2014
financi develop,1,2014
extern financ depend,1,2014
high-tech inten,1,2014
credit risk,1,2014
recoveri r,1,2014
corpor bond,1,2014
valu premium,1,2014
nonparametr estim,1,2014
analyst research,1,2014
investor conf,1,2014
firm ag,1,2014
earn forecast,1,2014
order imb,1,2014
debt financ,1,2014
extern financ,1,2014
unitari board,1,2014
financi integr,1,2014
wage,1,2014
contagion,1,2014
return chas,1,2014
financi interconnect,1,2014
ceo pow,1,2014
pyramid,1,2014
entrepreneurship,1,2014
intra-group loan,1,2014
cash-flow right,1,2014
ceo employ histori,1,2014
intern capit market,1,2014
financi experti,1,2014
ceo-firm match,1,2014
intermediari,1,2014
director inc,1,2014
labor market,1,2014
firm reput,1,2014
firm perform,1,2014
ceo characterist,1,2014
euro,1,2014
trmi,1,2015
inform leakag,1,2015
institut qu,1,2015
sovereign r,1,2015
secondari off,1,2015
oper profit,1,2015
gross profit,1,2015
analyt filt,1,2015
price support,1,2015
valuat,1,2015
price discoveri,1,2015
termin fe,1,2015
behavior financ,1,2015
statist model,1,2015
luca critiqu,1,2015
mortgag default,1,2015
social interact,1,2015
stock select,1,2015
extrapol,1,2015
expect,1,2015
risk premium,1,2015
tender off,1,2015
effici,1,2015
compound poisson jump,1,2015
foreign direct invest,1,2015
long-term real r,1,2015
transpar,1,2015
foreign corpor,1,2015
arbitrag spread,1,2015
diffus,1,2015
asset matur,1,2015
time-vari risk,1,2015
momentum,1,2015
dynam jump inten,1,2015
dividend discount model,1,2015
profit,1,2015
reaching-for-yield,1,2015
coar,1,2015
credit qu,1,2015
peer firm,1,2015
edgar search traff,1,2015
reveal pref,1,2015
co-search,1,2015
industri classif,1,2015
financi analyst,1,2015
ceo compen,1,2015
acquisit,1,2015
monetari polici transmiss,1,2015
cheap talk,1,2015
secondari buyout,1,2015
ration bubbl,1,2015
debt-equ conflict,1,2015
exercis polici,1,2015
optim measur,1,2015
corpor financi polici,1,2015
sovereign debt crisi,1,2015
bank crisi,1,2015
risk-shift,1,2015
regulatori arbitrag,1,2015
home bia,1,2015
moral suas,1,2015
option backdat,1,2015
execut stock opt,1,2015
end-of-the-year (fourth quarter) econom growth,1,2015
consum confid,1,2015
self-employ,1,2015
small busi,1,2015
limit of arbitrag,1,2015
pension,1,2015
social secur,1,2015
intertempor cho,1,2015
polit risk,1,2015
antitakeov provi,1,2015
fix effect,1,2015
surplus consumpt ratio,1,2015
optim,1,2015
present valu,1,2015
psychic return,1,2015
equiti repurcha,1,2015
stock liquid common,1,2015
deflat,1,2015
earn anomali,1,2015
high-frequ trad,1,2015
extern,1,2015
welfar,1,2015
deposit financ,1,2015
bankruptci cost,1,2015
job act,1,2015
disclosur,1,2015
biotech,1,2015
earn announc premium,1,2015
capit regul,1,2015
market tim,1,2015
algorithm trad,1,2015
attent,1,2015
new common,1,2015
inform product,1,2015
institut environ,1,2015
stock return comov,1,2015
equiti issuanc,1,2015
club deal,1,2015
wealth transf,1,2015
perform persist,1,2015
prefer trad,1,2015
cross-firm extern,1,2015
financi constraint,1,2015
secur design,1,2015
institut,1,2015
stock return,1,2015
new senti,1,2015
properti right,1,2015
creditor right,1,2015
expropri risk,1,2015
asset tangibl,1,2015
stochast differenti util,1,2015
takeov contest,1,2015
multipl prior,1,2015
continuous-tim condit mean model,1,2015
martingal regress,1,2015
time chang,1,2015
mix frequenc data,1,2015
term structur of interest r,1,2015
shale boom,1,2015
recurs pref,1,2015
inflat,1,2015
increment variabl,1,2015
invest opportun set,1,2015
ambigu av,1,2015
portfolio return,1,2015
financ bidd,1,2015
angel investor,1,2015
takeov defen,1,2015
price kernel,1,2015
model risk,1,2015
trade strategi,1,2015
cross-countri co-mov,1,2015
model-fr,1,2015
varianc premium,1,2015
equiti premium,1,2015
skew premium,1,2015
kurtosi premium,1,2015
militari,1,2015
moral hazard,1,2015
firm perform,1,2015
firm valu,1,2015
employ,1,2015
debt restructur,1,2015
bankruptci,1,2015
holdout problem,1,2015
clos,1,2015
bank leverag,1,2015
search,1,2015
start-up,1,2015
risk tak,1,2015
variabl attenu,1,2015
labor market,1,2015
unemploy,1,2015
renegoti,1,2015
financi contract,1,2015
control right,1,2015
wine pric,1,2015
altern invest,1,2015
price index,1,2015
factor model,1,2015
tradeoff theori,1,2015
endogen growth,1,2015
financi integr,1,2015
agenc cost,1,2015
agenc conflict in fund manag,1,2015
r2,1,2015
tight,1,2015
individu,1,2015
open,1,2015
uncertainti,1,2015
econom growth,1,2015
board independ,1,2015
social ti,1,2015
transact cost of momentum,1,2015
short-term,1,2015
limit invest horizon,1,2015
corpor sustain,1,2015
corpor social respon,1,2015
govern borrow,1,2015
corpor tax,1,2015
dodd-frank,1,2015
alpha,1,2015
inform,1,2015
interbank market,1,2015
endogen liquid,1,2015
counterparti risk,1,2015
market break-down,1,2015
ration expect,1,2015
differ of opinion,1,2015
sentiment,1,2015
volatil clust,1,2015
dividend sign,1,2015
manageri skil,1,2015
natur experi,1,2015
dynam capit structur model,1,2015
product,1,2015
technolog spillov,1,2015
product market competit,1,2015
network format,1,2015
organiz network,1,2015
syndic,1,2015
match,1,2015
acquir return,1,2015
dynam asset pric,1,2015
capit structur,5,2015
time-vari beta,1,2015
illiquid premium,1,2015
european bank,1,2015
voluntari disclosur,1,2015
system risk,1,2015
earn forecast,1,2015
fire sal,1,2015
anomali,2,2015
leverag effect,2,2015
conflict of interest,2,2015
reput,2,2015
excess control right,1,2015
cash hold,2,2015
bubbl,2,2015
inform asymmetri,2,2015
trust,2,2015
recurs util,2,2015
skew,2,2015
monitor,2,2015
collat,2,2015
dark pool,2,2015
corrupt,2,2015
hedg fund,2,2015
debt,2,2015
expect return,2,2015
index,1,2015
shadow bank,1,2015
pyramid,1,2015
financi report risk,1,2015
legal infract,1,2015
execut frug,1,2015
financi stabil,1,2015
co-invest,1,2015
capit alloc,1,2015
cash capit,1,2015
direct invest,1,2015
financi intermedi,1,2015
safe money-lik claim,1,2015
var,1,2015
return to scal,1,2015
raroc,1,2015
financ constraint,1,2015
hawk process,1,2015
self- and mutual excit process,1,2015
monetari econom,1,2015
treasuri suppli,1,2015
portfolio cho,1,2015
price pressur,1,2015
commerci bank,1,2015
activ manag,1,2015
mispric,2,2015
event studi,2,2015
monetari polici,2,2015
fraud,2,2015
agenc conflict,2,2015
individu investor,2,2015
leverag buyout,2,2015
invest,3,2015
privat equ,3,2015
corpor govern,3,2015
crisi,3,2015
takeov premium,3,2015
cultur,3,2015
market microstructur,2,2015
asset pric,3,2015
market effici,3,2015
tax,3,2015
ceo,4,2015
credit r,4,2015
corpor cultur,4,2015
financi crisi,5,2015
bank,5,2015
mutual fund,6,2015
merger and acquisit,8,2015
fama-macbeth regress,1,2015
asymmetr inform,3,2015
high frequenc trad,2,2015
ethic,2,2015
repurcha,2,2015
insid trad,2,2015
dividend,2,2015
peer effect,2,2015
invest deci,2,2015
ventur capit,2,2015
institut investor,2,2015
discount r,2,2015
contagion,2,2015
corpor invest,2,2015
predict,2,2015
tax eva,2,2015
entrepreneurship,2,2015
bond,2,2015
trade,2,2015
jump,2,2015
polit connect,2,2015
regul,2,2015
skill,2,2015
volatil,2,2015
ipo,2,2015
cash,2,2015
hous,2,2015
liquid,2,2015
intern market,1,2015
dynam capit structur,1,2015
payout polici,2,2015
cross-bord,1,2015
kurtosi,1,2015
equiti market,1,2015
cross-sect of stock return,1,2015
manageri styl,1,2015
femal leadership,1,2015
gender wage gap,1,2015
leverag,1,2015
limit liabil,1,2015
contractu incomplet,1,2015
asset substitut,1,2015
realiz volatil,1,2015
macro-fin term structur model,1,2015
execut,1,2015
structur debt,1,2015
rate inflat,1,2015
go publ,1,2015
legal enforc,1,2015
short sel,1,2015
inform trad,1,2015
prospect theori,1,2015
lotteri stock,1,2015
otcbb,1,2015
interest r,1,2015
option pric,1,2015
credit default swap,1,2015
central clear parti,1,2015
general method of mo,1,2015
common in illiquid premium,1,2015
minimum distanc estim,1,2015
reduc rank regress,1,2015
hold period return,1,2015
wealth constraint,1,2015
fundament valuat,1,2015
discount window,1,2015
term auction facil,1,2015
stigma,1,2015
margin,1,2015
employe stock opt,1,2015
risk-tak inc,1,2015
employe compen,1,2015
investor att,1,2015
suppli chain,1,2015
account data,1,2015
disagr,1,2015
excess volatil,1,2015
norm,1,2015
payout,1,2015
gut feel,1,2015
corpor innov,1,2015
risk premia,1,2015
client clear,1,2015
discretionari liquid,1,2015
wholesal fund,1,2015
customer–suppli relat,1,2015
valu invest,1,2015
access to financ,1,2015
dynam contract,1,2015
privat,1,2015
limit commit,1,2015
growth invest,1,2015
corpor financ,1,2015
invest behavior,1,2015
callabl debt,1,2015
structur provi,1,2015
social learn,1,2015
bank lend,1,2015
stock split,1,2015
forecast,1,2015
intern,1,2015
market frag,1,2015
regress discontinu,1,2015
cultur valu,1,2015
stochast volatil,1,2015
merger & acquisit,1,2015
trade report facil,1,2015
trade credit,1,2015
intern equiti market,1,2015
financ,1,2015
credit suppli,1,2015
extrem ev,1,2015
network centr,1,2015
corpor control market,1,2015
manageri labor market,1,2015
advers select,1,2015
capit constraint,1,2015
return predict,1,2015
inventori,1,2015
integr,1,2015
risk av,1,2015
nowcast,1,2015
mark to market,1,2015
macroeconom new,1,2015
innov,1,2015
govern ownership,1,2015
bank competit,1,2015
investor react,1,2015
cost of debt,1,2015
corpor earn announc,1,2015
stock return anomali,1,2015
liquid risk,1,2015
asset price model,1,2015
fund flow,1,2015
q theori,1,2016
financi conglom,1,2016
m&as,1,2016
bondhold,1,2016
refinanc,1,2016
privat firm,1,2016
financi sector,1,2016
run,1,2016
public firm,1,2016
invest return,1,2016
peer effect,1,2016
corpor social respon,1,2016
gses,1,2016
extern financ,1,2016
capit invest,1,2016
trend,1,2016
move averag,1,2016
asymmetr inform,1,2016
borrow protect,1,2016
foreclosur law,1,2016
credit boom,1,2016
healthcar reform,1,2016
event studi,1,2016
systemat risk,1,2016
debt-equ cho,1,2016
medium of exchang,1,2016
media lockup,1,2016
synergi,1,2016
financi contract,1,2016
subprim mortgag,1,2016
multi-bank borrow,1,2016
bankruptci court,1,2016
new embargo,1,2016
fomc announc,1,2016
macroeconom new,1,2016
credit analyst,1,2016
revolv door,1,2016
regulatori captur,1,2016
nrsro,1,2016
short-sal cost,1,2016
transact cost,1,2016
convert bond,1,2016
research and develop invest,1,2016
product market competit,1,2016
risk premium,1,2016
stock return,1,2016
oper profit,1,2016
accrual,1,2016
credit lin,1,2016
stock market autocorrel,1,2016
liquid risk,1,2016
basel iii,1,2016
merger and acquisit,1,2016
revalu,1,2016
neglect risk,1,2016
stock opt,1,2016
portfolio inertia,1,2016
financi market,1,2016
beauti contest,1,2016
resili,1,2016
etf,1,2016
trade cost,1,2016
commod trad,1,2016
credit spread,1,2016
varianc risk premium,1,2016
equiti,1,2016
financi intermediari,1,2016
varianc swap,1,2016
quadrat term structur,1,2016
quadrat jump-diffus,1,2016
dynam optim portfolio,1,2016
market price risk,1,2016
jump beta,1,2016
high-frequ data,1,2016
cross-sect return variat,1,2016
homophili,1,2016
lotteri,1,2016
skew pref,1,2016
put–cal par,1,2016
asset volatil,1,2016
asset return,1,2016
financi distress,1,2016
sentiment-driven fluctuat,1,2016
investor experi,1,2016
macroeconom risk,1,2016
inform acquisit,1,2016
life cycl sav,1,2016
sharehold,1,2016
dual hold,1,2016
complementar,1,2016
ration expect,1,2016
mortgag market,1,2016
trade classif,1,2016
bulk volum classif,1,2016
flow tox,1,2016
volum imb,1,2016
privat debt,1,2016
debt coven,1,2016
geograph distanc,1,2016
credit reput,1,2016
consum credit,1,2016
disagr,1,2016
state variabl,1,2016
linear asset price model,1,2016
individu stock return,1,2016
time seri and cross-sect consist,1,2016
takeov defen,1,2016
discount,1,2016
closed-end fund,1,2016
weight averag cost of capit,1,2016
impli cost of capit,1,2016
dynam financi market,1,2016
time-vari beta,1,2016
econom growth,1,2016
nonfundament comov,1,2016
disclosur,1,2016
ceo overconfid,1,2016
bank lend,1,2016
bank leverag,1,2016
risk cultur,1,2016
institut ownership,1,2016
passiv fund,1,2016
financi specul,1,2016
buyout,1,2016
secondari buyout,1,2016
recoveri,1,2016
rare disast,1,2016
term structur of equ,1,2016
dividend strip,1,2016
asset price puzzl,1,2016
intern stock market,1,2016
emerg market,1,2016
right off,1,2016
empir corpor financ,1,2016
varianc risk premia,1,2016
collat,1,2016
commit,1,2016
friction,1,2016
invest bank,1,2016
secur analyst,1,2016
proprietari inform,1,2016
retail investor,1,2016
ipo,1,2016
mortgag compani,1,2016
sunshin trad,1,2016
polit connect,1,2016
econom cris,1,2016
institut,1,2016
monetari polici,1,2016
asset price inflat,1,2016
risk-shift,1,2016
taylor rule residu,1,2016
13f,1,2016
inform demand,1,2016
price inform,1,2016
revelatori price effici,1,2016
forecast price effici,1,2016
credit market competit,1,2016
syndic loan,1,2016
season,1,2016
intertempor price discrimin,1,2016
jump in pric,1,2016
jump in volatil,1,2016
co-jump,1,2016
infinitesim cross-mo,1,2016
busi cycl variat,1,2016
return risk premia,1,2016
capit structur dynam,1,2016
wealth transf,1,2016
mortgag,1,2016
asset class demand,1,2016
crisi,1,2016
inform transf,1,2016
ceo turnov,1,2016
agenc conflict,1,2016
acquisit,1,2016
system risk,1,2016
quantil regress,1,2016
dimens reduct,1,2016
macroeconomi,1,2016
volatil risk premia,1,2016
consumption-bas model,1,2016
linear factor model,1,2016
default premium,1,2016
manageri pref,1,2016
money market fund,1,2016
financi adv,1,2016
human capit,1,2016
corrupt,1,2016
corpor cultur,1,2016
misconduct,1,2016
fraud,1,2016
market anomali,1,2016
sharehold protect law,1,2016
corpor financ,1,2016
firm profit,1,2016
firm invest cho,1,2016
tax,1,2016
sponsor support,1,2016
lobbyist,1,2016
refer point,1,2016
equiti issu,1,2016
dodd-frank act,1,2016
over-the-count market,1,2016
real-tim trade report,1,2016
creditor control,1,2016
corpor bond,1,2016
distress,1,2016
bankruptci,1,2016
unconvent monetari polici,1,2016
firm-financi constraint,1,2016
bond market,1,2016
customer–suppli relationship,1,2016
extern,1,2016
bank capit structur,1,2016
tax shield,1,2016
analyst forecast,1,2016
decis mak,1,2016
retir,1,2016
default opt,1,2016
trade credit,1,2016
bank financ,1,2016
perform measur,1,2016
default cost,1,2016
structur estim,1,2016
cost of financi distress,1,2016
dynam capit structur,1,2016
season equiti off,1,2016
leverag effect,1,2016
pension,2,2016
skew,1,2016
bankruptci cost,1,2016
forc turnov,1,2016
employ,1,2016
ceo compen,1,2016
limits-of-arbitrag,1,2016
herd,1,2016
trade strategi,1,2016
inform cont,1,2016
market qu,1,2016
high-frequ trad,1,2016
sign bonus,1,2016
execut labor market,1,2016
termin risk,1,2016
investor bas,1,2016
convex adjust cost,1,2016
option exerci,1,2016
misalloc,1,2016
advers select,1,2016
exchang r,1,2016
vega-gamma-vanna-volga,1,2016
effici currenc portfolio,1,2016
proport varianc dynam,1,2016
financi analyst,2,2016
share repurcha,2,2016
incent dev,1,2016
expect volatil surfac,1,2016
bank failur,1,2016
risk pref,1,2016
oil and gas firm,1,2016
manageri compen,1,2016
execut stock opt,1,2016
time-to-build,1,2016
time-to-produc,1,2016
famili firm,1,2016
inventori,1,2016
say on pay law,1,2016
ceo pay slic,1,2016
firm valuat,1,2016
chapter 11,1,2016
ownership structur,1,2016
distress debt,1,2016
trade in bankruptci,1,2016
state pension fund,1,2016
polit bia,1,2016
pension beneficiari,1,2016
ceo,1,2016
recurs pref,1,2016
option realiz volatil,1,2016
underwrit centr,1,2016
founder-incumb ceo,1,2016
regress discontinu,1,2016
manag ownership,1,2016
rent seek,1,2016
inform asymmetri,2,2016
credit r,2,2016
cost of capit,2,2016
investor senti,2,2016
hedg,2,2016
market tim,2,2016
short sel,2,2016
momentum,2,2016
disposit effect,2,2016
valuat,2,2016
stochast volatil,3,2016
hedg fund,3,2016
privat equ,3,2016
mutual fund,3,2016
household financ,3,2016
inform trad,4,2016
execut compen,4,2016
bank,4,2016
financi crisi,4,2016
corpor govern,4,2016
option,4,2016
invest,4,2016
leverag,5,2016
perform,5,2016
regul,5,2016
market effici,5,2016
asset pric,5,2016
liquid,7,2016
predatori trad,1,2016
financi cris,2,2016
fas 123r,1,2016
capit structur,2,2016
credit suppli,2,2016
ventur capit,2,2016
mispric,2,2016
fragil,2,2016
real invest,2,2016
agenc cost,2,2016
volatil risk premium,2,2016
capm,2,2016
cds,2,2016
anomali,2,2016
cash flow,2,2016
product market,2,2016
underpr,2,2016
syndic,2,2016
bank regul,2,2016
initi public off,2,2016
credit default swap,2,2016
market microstructur,2,2016
analyst,2,2016
renegoti,2,2016
behavior econom,2,2016
predict,2,2016
volatil,2,2016
factor model,2,2016
stochast discount factor,2,2016
general equilibrium,2,2016
risk,2,2016
corpor risk manag,1,2016
behavior financ,4,2016
underwrit,1,2016
capit gain taxat,1,2016
limit use of capit loss,1,2016
heurist trade rul,1,2016
valu cr,1,2016
ambigu av,1,2016
stock market particip,1,2016
household portfolio puzzl,1,2016
home-bia,1,2016
own-compani stock puzzl,1,2016
portfolio under-diversif,1,2016
financi literaci,1,2016
portfolio cho,1,2016
fundament risk assess,1,2016
target pric,1,2016
option trade volum,1,2016
stock return predict,1,2016
inform,1,2016
insid debt,1,2016
incent,1,2016
heterogen belief,1,2016
disast risk,1,2016
cash flow channel,1,2016
asset beta,1,2016
short interest,1,2016
scenario-bas valuat,1,2016
busi cycl,1,2016
risk premia,1,2016
persist in volatil,1,2016
ipo market,1,2016
compens structur,1,2016
incent compen,1,2016
relat peer qu,1,2016
firm perform,1,2016
optim contract,1,2016
hedg fund activ,1,2016
spillov effect,1,2016
market shar,1,2016
markup,1,2016
activ manag,1,2016
index fund,1,2016
self-fulfil busi cycl,1,2016
competit,1,2016
fee,1,2016
deriv,1,2016
dark pool,1,2016
dark trad,1,2016
transpar,1,2016
limit att,1,2016
marriag,1,2016
divorc,1,2016
nomin pric,1,2016
stock split,1,2016
overconfid,1,2016
equiti risk premium,1,2016
insur,1,2016
tournament,1,2016
dynam inconsist,1,2016
sentiment,1,2016
weather,1,2016
fire-s,1,2016
cash hold,1,2016
financi polici,1,2016
local corrupt,1,2016
deleg,1,2016
rent-seek,1,2016
investor att,1,2016
eurozon sovereign bond,1,2016
bank capit,1,2016
public subsidi,1,2016
limit order market,1,2016
central bank asset purcha,1,2016
european central bank,1,2016
secur market programm,1,2016
non-standard monetari polici measur,1,2016
yield impact,1,2016
financi stabil,1,2016
underwrit network,1,2016
impli volatil surfac,1,2016
founder,1,2016
anim spirit,1,2016
term structur,1,2016
first pric,1,2016
mood,1,2016
manageri bia,1,2016
stakehold,1,2016
hfts,1,2016
oblig,1,2016
asset price test,1,2016
idiosyncrat volatil,1,2016
cross-sect of stock return,1,2016
lotteri pref,1,2016
market frict,1,2016
capit budget,1,2016
model uncertainti,1,2016
paramet uncertainti,1,2016
forecast,1,2016
robust,1,2016
inatt,1,2016
flow,1,2016
select bia,1,2016
market mak,1,2016
friday,1,2016
credit risk,1,2016
exchange-trad fund,1,2016
mts bond market,1,2016
discount r,1,2016
cross section of stock return,1,2016
idiosyncrat risk,1,2016
firm volatil,1,2016
market react,1,2016
predict regress,1,2016
corpor announc,1,2016
famili environ,1,2017
femal soci,1,2017
corpor social respon,1,2017
sharehold conflict,1,2017
equiti return,1,2017
correl,1,2017
regim switch,1,2017
opac,1,2017
persist,1,2017
skill,1,2017
delist,1,2017
new list,1,2017
hedg fund activ,1,2017
sharehold activ,1,2017
reput,1,2017
repeat gam,1,2017
asset-back secur,1,2017
inform trad,1,2017
limit ord,1,2017
proprietari cost,1,2017
buy–sel asymmetri,1,2017
financi integr,1,2017
stock market list,1,2017
cost sign,1,2017
intern asset pric,1,2017
mandatori portfolio disclosur,1,2017
short-sel restrict,1,2017
search cost,1,2017
co-mov,1,2017
equiti lend market,1,2017
opaqu market,1,2017
growth opt,1,2017
gubernatori elect,1,2017
relationship,1,2017
bond return,1,2017
tax-clientel effect,1,2017
fiduciari duti,1,2017
financi hedg,1,2017
10-k file,1,2017
extrapol,1,2017
multifactor model,1,2017
dividend discount model,1,2017
recurs pref,1,2017
disast,1,2017
invest shock,1,2017
capit util,1,2017
market pow,1,2017
antitakeov provi,1,2017
delawar,1,2017
hedg fund perform,1,2017
stock opt,1,2017
impli volatil,1,2017
market design,1,2017
strateg default,1,2017
dynam network format,1,2017
currenc return predict,1,2017
currenc and stock varianc risk premium,1,2017
forward premium puzzl,1,2017
local consumpt uncertainti,1,2017
global inflat uncertainti,1,2017
disclosur characterist,1,2017
firm-level cost of capit,1,2017
readabl,1,2017
over-the-count trad,1,2017
entri,1,2017
industri equilibrium,1,2017
expect return,1,2017
coverag,1,2017
measur error,1,2017
ceo compen,1,2017
firm prestig,1,2017
social status,1,2017
merger,1,2017
loan fe,1,2017
consumption-bas asset pric,1,2017
exit,1,2017
equiti premium,1,2017
intern invest,1,2017
inatt,1,2017
explor and exploit,1,2017
board composit,1,2017
price recoveri,1,2017
privat firm,1,2017
public firm,1,2017
financi depend,1,2017
market mak,1,2017
hfts,1,2017
oblig,1,2017
trade halt,1,2017
discount point,1,2017
mortgag decis mak,1,2017
disclosur,1,2017
refinanc,1,2017
employ protect,1,2017
synergi gain,1,2017
premium,1,2017
effici,1,2017
polit sensit firm,1,2017
stock return,1,2017
discount rate new,1,2017
cash flow new,1,2017
distress sal,1,2017
money illus,1,2017
fund manag evalu,1,2017
industri concentr,1,2017
ear peek,1,2017
stock market particip,1,2017
tobin q,1,2017
organ capit,1,2017
return,1,2017
perform persist,1,2017
portfolio compani,1,2017
financi regul,1,2017
network,1,2017
trade effici,1,2017
contagion risk,1,2017
belief,1,2017
feder fund market,1,2017
system ev,1,2017
interbank network,1,2017
correspond bank,1,2017
bank pan,1,2017
contagion,1,2017
moody\,1,2017
dealer network,1,2017
intermedi chain,1,2017
over-the-count financi market,1,2017
home bia,1,2017
jump,1,2017
socioeconom status,1,2017
nation bank era,1,2017
credit rate agenc,1,2017
equilibrium,1,2017
global gam,1,2017
conflict of interest,1,2017
difference-in-diff,1,2017
cmbs,1,2017
entri threat,1,2017
preemption,1,2017
financi constraint,1,2017
casino industri,1,2017
stock liquid,1,2017
bankruptci risk,1,2017
edf,1,2017
price effici,1,2017
govern,1,2017
illeg insid trad,1,2017
inform network,1,2017
social network,1,2017
financi fragil,1,2017
payoff complementar,1,2017
bond fund,1,2017
volatil of volatil,1,2017
ownership structur,1,2017
perform,1,2017
exchange-trad fund,1,2017
liquid trad,1,2017
inform shock,1,2017
short-term underreact,1,2017
communic,1,2017
prospect theori,1,2017
risk–return trade-off,1,2017
capit gain overhang,1,2017
hostil takeov,1,2017
law,1,2017
cds,1,2017
syndic loan,1,2017
advers select,1,2017
cash hold,1,2017
free-rid,1,2017
text-bas analysi,1,2017
equiti premium puzzl,1,2017
expen,1,2017
coven,1,2017
monitor inc,1,2017
r&d product,1,2017
option market,1,2017
price inform,1,2017
career concern,1,2017
intern diversif,1,2017
micro data,1,2017
401(k) portfolio,1,2017
size puzzl,1,2017
price discoveri,1,2017
real effect of financi market,1,2017
financi effici,1,2017
stock return momentum,1,2017
earn announc effect,1,2017
limit investor att,1,2017
excess return framework,1,2017
